corridor_member_id,prior_loans_with_cu,loans_paid_in_full,ever_30_dpd_with_cu,months_since_last_cu_loan
teacher,4,3,false,66.4423
significant,4,3,false,61.2028
behavior,3,1,false,4.6426
alone,2,1,false,21.4128
black,6,2,false,33.2037
college,5,3,false,43.4142
green,6,1,false,53.3342
yourself,0,3,false,71.0581
first,2,1,false,1.0
save,2,1,false,8.5124
international,3,0,false,34.4559
little,2,2,false,5.3118
generation,2,0,false,35.7766
specific,4,2,false,1.0
total,2,2,true,84.0
pick,1,3,false,18.0153
authority,2,2,true,10.0009
final,3,1,false,10.5737
particularly,2,2,false,43.951
per,1,1,true,68.4083
relate,0,2,false,31.2341
point,1,2,true,24.8286
help,3,3,false,80.2105
time,3,2,false,4.722
own,4,0,false,34.1868
source,4,1,false,30.2135
together,5,2,false,26.7721
something,4,1,false,33.9999
list,4,1,false,28.082
market,6,3,false,39.4139
and,2,1,false,33.4873
early,5,2,false,10.7089
beyond,1,2,false,15.2546
scientist,3,3,false,20.756
support,5,1,false,1.0
media,2,0,true,56.4722
ability,3,0,false,43.2116
herself,1,2,false,1.0
later,3,1,false,47.9568
no,5,0,false,8.3781
really,3,2,false,51.6066
share,4,1,false,1.0
car,2,2,false,22.0273
hope,1,4,true,27.4521
old,1,2,false,36.0727
deal,4,3,false,64.6198
culture,1,2,false,37.2668
analysis,2,1,false,58.2306
audience,5,1,false,24.5748
way,2,3,false,26.2163
exactly,1,2,false,26.4659
suddenly,3,1,false,32.5236
win,3,3,false,41.7002
direction,0,0,false,24.8142
girl,4,3,false,67.1264
follow,5,3,false,33.9938
hospital,3,0,false,1.0
important,5,3,false,1.0
summer,0,3,false,16.2935
who,4,0,false,27.816
treat,3,2,true,32.3671
data,5,1,false,58.7959
stock,4,2,false,31.1207
individual,3,1,false,68.4817
two,4,1,false,30.6554
market,2,3,false,27.0763
power,4,3,false,10.3967
Mrs,4,4,false,25.3427
myself,1,3,false,1.0
rich,2,3,false,65.7828
suggest,3,1,false,35.0536
drug,5,2,false,24.6646
leave,6,2,false,16.5152
month,1,2,true,53.6624
lead,0,1,false,41.0715
easy,1,1,false,33.1808
kind,2,1,false,1.0
project,0,1,false,1.0
together,0,5,false,47.8668
there,4,1,false,73.8177
first,2,2,false,44.0774
relationship,4,2,false,35.493
forget,3,2,false,84.0
serve,3,1,false,69.9578
for,3,2,false,65.285
water,6,2,false,27.5129
particularly,2,3,true,36.6753
movement,4,2,false,30.6974
under,7,1,false,74.0423
but,4,2,false,5.712
allow,0,3,false,15.4136
recently,3,2,false,13.4448
international,2,4,false,5.1687
word,1,1,false,56.9109
daughter,4,1,false,37.2039
society,2,1,false,53.0365
cause,2,2,false,28.737
step,2,1,false,50.6323
itself,2,1,false,1.0
trade,2,1,false,17.3403
list,4,4,false,23.6499
sort,1,3,true,49.8667
data,0,1,false,51.3807
other,3,3,false,57.4732
chair,1,1,false,68.8668
property,3,0,false,59.5627
agreement,4,1,false,54.1417
huge,2,0,false,42.8861
tend,5,2,false,1.0
security,2,1,false,84.0
still,2,1,false,21.6316
agency,2,0,false,43.9627
face,2,2,false,17.0417
challenge,5,2,false,30.9944
trip,1,3,false,11.4795
partner,2,1,false,1.0
financial,5,1,false,35.42
choice,3,0,false,5.0365
power,1,1,false,15.3355
poor,1,2,true,57.7148
treat,2,4,true,68.1452
challenge,1,3,false,41.0482
something,1,0,true,6.2424
ball,3,3,false,1.0
behind,5,0,false,79.6196
positive,1,2,false,52.9533
themselves,3,1,false,45.7841
continue,2,2,false,1.0
exactly,3,4,false,67.72
likely,3,1,false,4.3714
everybody,1,2,false,20.3273
difference,3,3,false,77.2092
quality,3,2,false,4.287
sort,3,2,false,31.4794
strong,1,1,true,17.838
professor,2,1,false,1.0
growth,1,2,false,29.3491
apply,2,3,false,12.439
lawyer,7,0,false,50.6797
play,0,0,false,29.4409
record,1,2,true,48.5123
meeting,4,3,false,28.3415
number,4,2,false,56.621
we,2,4,true,26.2845
condition,8,3,false,2.4529
as,2,0,false,61.6172
parent,3,3,false,28.0405
particular,3,2,true,62.3549
sing,4,3,false,70.4218
despite,4,2,false,60.3484
morning,3,1,true,29.0949
media,3,2,false,42.3995
center,2,1,true,71.7238
two,3,2,false,11.5233
by,5,1,false,62.3911
between,4,1,false,26.429
certainly,2,1,false,50.2457
word,1,3,false,44.3655
affect,6,3,false,65.2067
dinner,1,2,false,59.9609
much,4,1,false,18.3476
city,3,3,false,22.4509
several,5,0,false,29.5125
person,4,2,false,84.0
possible,3,1,false,1.0
mouth,1,0,true,51.806
dark,2,0,false,1.0
people,3,2,true,27.3271
something,4,4,false,5.1837
tend,1,2,false,48.0956
pick,3,2,false,22.6716
up,5,2,false,50.7536
they,3,3,false,68.1449
whom,2,2,false,64.5861
amount,1,3,false,73.4266
book,3,3,false,11.536
home,3,1,false,59.7035
visit,1,0,true,30.2526
able,2,3,false,51.2957
statement,5,3,false,10.712
reflect,3,1,false,40.894
statement,6,4,false,34.5158
research,3,4,false,46.2121
hold,2,0,false,17.283
pretty,6,3,false,31.5229
happy,0,1,false,15.9924
yard,3,1,false,17.413
fire,1,1,false,31.9006
might,4,2,false,1.0
last,2,1,false,79.835
bar,4,2,false,50.9325
learn,2,1,false,45.1914
operation,4,2,false,23.8162
soldier,4,3,false,8.6828
ask,3,2,false,84.0
several,5,1,false,1.0
production,7,2,false,9.4626
important,0,1,false,1.0
must,3,1,false,23.6377
already,3,0,false,48.0857
economy,1,1,false,19.3927
American,3,1,false,1.0
force,2,1,false,26.5698
short,5,1,false,58.419
top,4,4,false,16.1325
allow,2,2,false,13.0661
according,2,3,false,43.2359
treatment,2,1,false,39.8031
general,2,4,true,11.451
rest,3,2,false,4.0479
same,2,2,false,1.0
expect,2,2,true,40.8679
truth,2,4,false,21.454
kitchen,6,2,true,12.0797
near,4,1,false,31.6325
adult,2,3,false,36.3065
base,0,1,false,58.7075
summer,4,0,false,62.1896
school,1,2,false,64.8854
specific,2,1,false,57.2314
deep,2,3,false,29.1997
by,0,1,false,34.8052
ten,2,1,false,18.55
true,5,3,false,14.873
weight,2,3,false,6.4312
eye,4,0,false,22.0528
development,3,4,false,25.5238
whose,5,1,false,36.7139
effect,2,3,false,54.3978
keep,5,4,false,57.9733
a,2,0,false,37.1935
whole,4,1,true,26.3158
help,0,1,true,48.8803
minute,2,3,false,27.7191
everybody,4,1,false,75.9568
deal,3,4,false,29.6305
cultural,3,0,false,28.1752
blue,3,0,false,1.0
simply,3,3,false,43.6406
us,5,1,true,30.5071
box,1,0,false,19.6867
call,2,1,false,1.0
where,1,2,false,57.3538
guy,1,2,true,41.1346
exactly,4,0,false,1.0
paper,1,2,false,36.3849
go,3,0,false,74.0039
president,3,2,false,41.2625
program,2,1,false,35.2694
single,4,1,false,32.0223
reality,3,1,false,64.8303
radio,4,0,true,45.6707
price,6,1,true,24.8862
case,2,2,false,25.9291
participant,2,2,false,18.3832
beat,0,0,false,31.7983
son,0,0,false,33.0947
result,4,0,false,25.6376
matter,3,2,true,84.0
physical,0,0,false,75.6187
simply,3,0,false,80.3934
box,1,1,false,26.784
pick,2,2,false,1.0
hundred,4,2,false,4.5908
thousand,4,0,false,11.6164
value,6,2,false,39.1488
pretty,6,2,false,1.0
successful,4,1,false,62.8686
really,6,1,false,26.4165
anyone,7,2,false,1.0
play,6,4,true,1.0
treatment,3,1,false,53.5957
audience,3,2,false,23.421
easy,3,2,true,49.1304
hundred,4,2,true,1.0
final,4,3,false,55.5309
attorney,6,3,false,12.8617
might,4,3,false,19.968
question,5,1,false,10.9781
keep,0,2,false,1.0
free,3,2,false,1.0
scene,3,2,false,56.7243
outside,2,3,false,1.0
career,3,3,false,26.1432
affect,3,1,true,50.1037
when,4,2,true,12.4511
thought,1,0,true,1.7845
the,2,0,false,15.918
home,2,1,false,50.0637
painting,3,2,false,1.0
five,3,1,false,66.8939
occur,1,1,false,1.0
protect,1,1,false,1.0
Democrat,2,1,false,44.2569
stop,2,1,false,84.0
information,2,2,false,33.7575
ago,5,3,false,37.0791
wear,2,1,false,52.0658
over,0,2,false,47.697
agreement,4,3,false,29.8239
voice,5,2,false,18.1207
unit,3,0,false,47.8674
bad,4,2,false,40.6961
kitchen,1,3,false,28.159
thank,3,1,false,37.6999
nature,0,3,true,1.8273
add,2,3,false,19.4533
both,2,4,false,55.6076
something,3,1,false,19.2116
beautiful,2,0,false,16.8638
grow,4,2,false,57.6371
wall,4,2,false,37.1832
than,2,2,false,23.9966
recently,8,4,false,9.1597
direction,3,2,false,2.201
site,2,1,false,7.326
keep,5,1,true,37.7193
affect,2,4,false,34.8169
probably,2,2,false,22.0494
image,1,1,false,37.878
film,5,3,true,9.8336
develop,3,1,false,32.1604
politics,2,1,false,14.865
firm,3,1,false,59.1897
himself,3,1,false,26.9529
program,0,1,false,39.3669
three,3,2,false,49.3698
deal,0,3,false,19.1507
real,3,4,false,50.9121
example,3,2,false,21.6675
want,2,0,false,36.5811
political,2,1,false,11.3725
mind,1,2,false,31.7386
despite,2,2,false,43.5578
card,3,2,false,1.0
artist,0,3,false,40.8087
about,3,2,false,17.7726
to,4,3,false,60.1362
past,4,5,false,62.4331
job,5,1,false,38.8142
along,3,5,true,33.8352
young,3,2,false,26.7735
but,1,1,false,9.3016
hot,3,2,false,38.2307
debate,2,1,false,64.7111
good,2,2,false,6.1375
defense,0,1,true,18.1416
summer,5,2,false,1.0
professor,3,2,false,65.4265
strong,1,2,false,11.4736
air,1,3,false,37.7541
her,0,1,false,26.8696
discussion,2,1,true,21.7074
country,4,5,false,29.1731
study,1,2,false,36.9147
spend,4,1,false,18.4979
guy,0,4,false,56.7571
lay,2,1,false,24.4099
size,4,3,false,23.0391
consider,5,3,false,1.0
within,5,2,false,39.5995
foot,3,4,false,46.2873
research,6,2,false,1.0
option,4,1,false,1.0678
office,4,1,true,72.2953
site,1,4,false,2.0716
town,2,0,false,19.416
or,3,1,false,39.1867
radio,4,1,false,30.1171
rise,3,2,false,17.6707
ten,3,2,false,19.3786
notice,2,4,false,22.0119
adult,7,1,false,1.8297
treat,4,1,false,3.5832
successful,2,0,false,15.6391
first,1,2,true,44.7036
pick,3,1,false,32.3735
mission,5,2,false,1.0
animal,4,2,false,11.6911
evidence,2,0,false,45.82
its,2,1,false,35.0383
fact,4,0,true,1.0
ok,2,3,false,14.4925
use,5,1,false,1.0
school,3,0,false,67.748
give,8,1,false,41.3052
future,2,1,false,1.0
heart,4,2,false,1.2178
bill,1,1,false,16.8609
result,2,2,false,40.4192
interview,2,3,true,56.4761
over,3,2,false,1.0
sign,4,1,false,1.0
develop,4,3,true,42.7146
commercial,4,2,false,34.6657
series,3,0,false,40.7722
fear,3,1,false,31.9071
almost,3,2,true,16.301
threat,2,1,false,1.0
go,2,3,true,39.508
wait,4,3,false,61.88
southern,3,1,false,1.0
pull,1,2,false,57.204
walk,2,3,false,53.7182
little,1,0,false,37.7458
something,3,1,true,6.9621
structure,4,2,true,22.3776
remember,2,1,false,21.8051
station,0,2,false,84.0
figure,2,3,false,61.7252
black,3,1,false,66.0163
be,2,2,false,40.3062
which,3,2,false,1.0
push,2,0,false,29.4005
others,1,1,false,63.4621
democratic,5,2,false,31.7358
hope,1,2,false,84.0
decide,4,1,false,26.4458
our,4,2,false,1.5167
billion,3,3,false,60.721
produce,5,1,false,50.1745
ability,3,2,false,21.2438
easy,2,1,false,30.9407
must,7,1,false,15.0084
quickly,1,2,false,56.4728
stand,3,3,false,59.8428
particularly,2,2,false,50.1994
back,1,2,false,30.1281
rule,3,4,false,70.776
individual,3,3,false,84.0
teach,5,1,false,18.8677
specific,1,1,false,59.805
instead,4,1,true,1.0
modern,0,4,false,2.7336
let,3,1,true,46.8111
right,4,2,false,5.8745
agreement,2,2,false,13.4509
probably,1,0,false,50.0458
trip,4,2,false,30.1238
resource,3,2,false,46.9402
here,3,2,false,10.8624
clear,3,2,false,30.9034
baby,1,1,false,40.4068
movement,3,4,false,8.9166
white,2,2,true,60.0887
there,3,1,false,15.8888
go,3,1,true,1.0
require,4,4,false,15.8677
mother,6,1,false,49.9843
to,4,1,false,1.0
human,3,2,false,15.961
nice,1,0,true,48.1941
type,4,0,false,44.506
sense,2,1,true,33.1977
and,1,1,true,22.4462
every,0,2,false,19.0227
run,2,1,true,57.4876
current,3,1,false,68.7068
police,4,3,false,15.9965
ever,3,0,false,15.2476
charge,1,2,false,61.4324
performance,2,1,false,29.0264
address,5,2,false,59.9255
alone,2,1,false,78.4448
structure,1,1,false,14.8902
myself,2,2,true,54.4238
research,6,3,false,35.7907
recent,0,1,false,69.3431
nice,3,2,false,1.0
people,3,2,false,63.8084
character,1,1,false,1.0
general,7,1,false,13.0397
staff,1,2,true,1.0
which,4,1,false,1.0
store,1,2,false,37.2502
notice,4,2,false,44.7864
them,2,2,false,39.0168
protect,3,3,true,74.3352
garden,4,0,false,72.9414
member,5,1,false,15.959
my,2,1,true,44.3089
street,1,1,false,14.0912
decision,3,4,false,1.0
politics,4,2,false,32.4771
senior,3,2,false,55.3766
tell,1,3,true,3.4725
off,4,1,false,64.7763
answer,4,0,false,17.291
dark,3,1,false,67.8685
mean,3,3,true,1.0
agent,2,1,false,14.1075
difficult,3,1,false,74.5546
local,2,1,false,51.9268
market,2,3,false,32.1884
design,6,1,false,45.0444
society,3,3,false,55.7702
beautiful,4,1,true,26.454
class,4,4,false,2.5275
approach,4,2,true,15.1572
home,1,0,false,1.0
old,3,3,false,26.4598
street,5,2,false,1.0
one,4,2,false,33.6375
it,2,1,false,2.2348
our,2,1,false,1.0
quality,5,2,false,56.0531
rise,3,2,false,68.5164
follow,2,2,false,28.8037
natural,4,3,false,16.2125
hear,3,5,false,20.7909
describe,3,1,true,43.1304
role,4,2,false,12.4609
assume,5,1,false,2.3533
loss,4,1,false,52.2206
entire,3,1,false,1.0
nature,3,3,false,1.0
low,0,0,false,42.8342
yourself,3,0,false,6.0572
ok,3,0,true,6.3211
bank,2,2,false,1.0
summer,3,2,false,20.1784
current,2,4,false,1.0
establish,2,0,false,42.2785
age,2,4,false,27.9645
several,3,1,false,2.8387
person,3,3,true,3.7779
happy,1,3,false,1.0
rock,4,2,false,44.073
ready,3,1,true,2.8133
buy,3,2,false,22.2677
window,0,1,false,41.0409
eye,1,1,true,14.6026
address,1,1,false,9.3339
front,0,3,false,25.1646
art,2,1,false,14.269
six,4,2,false,33.8773
away,5,5,false,27.549
on,3,1,false,7.9045
blood,0,0,false,8.3945
eight,2,1,false,13.9305
see,2,2,true,50.2956
three,3,2,false,35.5626
security,3,1,false,30.2195
imagine,1,3,false,37.6838
bad,4,3,true,15.2061
miss,3,2,false,12.1634
unit,4,2,false,40.3612
along,2,3,false,33.2172
able,5,0,false,27.0555
always,4,2,false,36.6219
fact,3,0,true,24.1804
myself,1,2,false,69.2297
ten,4,2,true,36.7897
help,3,2,false,40.7939
fly,3,3,false,19.3712
should,5,2,false,41.4322
realize,0,3,false,79.7874
boy,2,2,false,63.3216
shake,2,2,false,30.0684
to,2,0,false,38.1341
spend,5,2,false,5.549
sit,0,0,false,20.1253
central,2,1,false,84.0
rest,5,1,false,24.476
dark,3,1,false,2.2532
reduce,0,4,true,14.7143
enough,3,2,false,15.6593
move,3,2,false,50.4822
wish,3,1,false,5.9268
body,5,0,true,1.0
across,5,2,false,35.8002
two,2,3,false,1.0
share,1,2,false,39.0054
pass,4,3,false,1.0
feel,3,2,false,22.6806
resource,4,3,false,32.3832
gas,2,2,false,7.3194
company,2,3,false,1.0
friend,3,1,false,58.0971
general,1,3,false,18.4729
usually,3,0,false,63.1583
energy,5,1,false,1.0
scene,3,0,true,3.8688
owner,5,3,false,84.0
image,6,2,false,51.9696
child,1,2,false,20.8665
future,1,1,true,46.7941
thousand,1,2,false,26.366
herself,1,0,false,18.5481
lawyer,3,0,false,78.5051
bar,5,3,false,1.0
expert,2,2,false,16.5148
exist,5,3,false,16.9763
blood,5,1,false,79.0847
write,3,2,false,19.1342
clearly,3,0,false,1.0
record,1,2,false,27.6301
sense,2,2,true,38.4997
source,3,2,false,32.4838
role,1,1,false,23.7332
state,1,2,false,53.2877
similar,2,2,false,22.6202
organization,3,0,true,45.4617
occur,4,2,false,57.633
like,1,3,false,47.0334
ask,1,2,false,26.1062
at,3,1,false,63.1974
which,4,1,false,59.6952
though,1,3,false,20.8726
article,6,2,false,62.5539
population,3,2,false,48.8131
cut,5,3,false,11.4271
recently,1,2,true,33.1978
carry,3,2,false,1.0
campaign,2,3,false,1.0
goal,4,1,false,84.0
child,3,2,false,41.3598
per,4,0,false,20.0568
especially,2,1,false,67.3806
box,0,1,false,1.0
model,2,5,true,53.0273
sure,4,4,false,34.3226
lawyer,4,3,false,33.6501
break,2,2,false,22.7503
bring,2,2,false,1.0
big,3,2,true,44.8313
value,1,0,false,1.0
today,4,0,false,36.4463
foot,4,1,true,48.9931
myself,1,1,false,55.2128
east,4,0,false,51.7434
coach,3,2,false,61.8163
enough,3,4,false,23.0265
social,6,3,false,69.8999
score,1,3,false,1.0
always,4,2,false,1.0
place,5,1,true,43.4752
into,2,3,false,25.6741
so,2,1,false,28.0394
gun,3,1,true,15.6596
without,3,3,false,49.9028
sometimes,6,3,false,7.6653
central,2,4,false,32.2322
word,3,3,false,1.0
research,2,2,false,1.0
its,7,2,false,19.559
tax,3,1,false,21.0104
ball,4,5,false,29.5362
catch,1,2,false,80.9783
candidate,4,0,false,55.2854
important,3,1,false,1.0
television,4,2,false,54.2426
store,4,2,false,20.926
itself,3,2,false,42.3519
send,2,1,false,28.2684
organization,5,1,false,28.4556
fire,3,3,false,35.1843
name,3,2,false,36.4425
behavior,3,3,false,35.8779
whom,2,2,false,13.1444
scientist,4,2,false,1.0
through,3,3,false,84.0
public,3,0,false,18.6712
as,0,2,false,42.0873
ability,4,2,false,64.0461
ball,0,3,false,25.5203
attack,3,2,false,36.678
community,3,1,false,7.2413
security,3,3,false,74.9981
despite,4,3,false,1.0
discuss,4,3,false,20.3422
safe,7,1,true,12.4752
agency,5,2,false,39.106
can,3,2,false,52.5634
kind,4,2,false,34.6463
look,3,2,false,11.2302
particularly,4,1,false,84.0
that,0,1,false,51.2602
I,4,2,false,11.1055
green,1,0,false,32.7171
home,3,3,false,3.5406
process,3,1,false,38.3134
in,3,3,false,11.0756
rather,0,2,false,20.8022
majority,3,3,false,9.5329
western,3,3,false,40.4769
else,1,1,false,31.869
culture,4,1,false,24.9459
do,3,1,true,47.1335
official,1,0,false,34.3248
short,2,2,false,5.7275
radio,4,1,false,72.1301
success,4,3,false,70.4076
dark,3,2,false,59.5898
important,0,3,false,5.1602
mouth,3,0,false,54.6851
food,2,2,false,24.4485
bit,1,1,false,23.6577
finally,6,2,true,62.4806
effect,2,0,false,41.5855
food,2,2,false,47.3681
father,3,2,false,34.2103
increase,4,1,false,17.9619
vote,4,1,false,5.7556
condition,2,0,false,28.2724
continue,3,2,false,13.3299
suffer,2,0,false,51.1571
mouth,3,1,false,64.525
agency,4,1,true,1.0
so,0,4,false,39.4835
message,3,1,false,1.604
everything,2,2,false,30.6801
recognize,0,2,false,72.0767
player,2,1,false,31.169
question,2,2,false,7.0233
arrive,3,2,false,26.4933
former,5,0,false,17.3097
decision,1,4,false,25.5654
music,2,1,false,56.6454
represent,4,2,false,15.6418
trade,4,2,true,56.4589
show,3,0,true,39.6949
owner,1,2,false,1.0
start,7,2,false,60.839
put,0,3,true,39.46
add,5,0,false,35.4085
guess,1,1,false,48.7829
show,4,1,false,59.293
positive,4,2,false,33.8574
hold,4,0,false,1.0
account,3,2,false,33.5946
possible,6,2,false,37.6607
source,7,2,false,51.4573
well,3,2,false,22.8761
wife,5,0,false,1.0
shoulder,5,3,false,2.1939
expect,3,3,false,67.6941
color,4,2,false,12.751
network,5,1,false,52.8083
put,5,2,false,48.0918
authority,4,1,false,30.094
least,3,0,false,21.2495
of,1,2,true,44.1782
during,2,1,false,83.8879
industry,3,1,false,1.0
claim,4,2,false,30.7233
glass,1,4,false,9.1557
like,3,0,false,2.8591
million,4,3,false,1.8229
country,1,1,false,24.5781
bed,3,2,false,84.0
agree,1,2,false,8.4294
scene,6,3,true,75.8129
more,5,1,false,19.7489
military,1,0,false,44.216
crime,4,0,false,23.0703
manage,0,2,false,83.9878
few,4,1,false,53.7464
window,1,1,false,1.0
can,5,3,false,1.0
apply,5,2,false,44.4738
there,5,2,false,3.1899
writer,2,3,false,16.6552
hotel,4,1,true,45.4407
pass,2,4,false,36.5154
base,3,2,false,5.5775
whom,2,2,false,17.3301
white,3,0,false,39.2093
hard,2,1,false,52.8692
sit,0,2,false,27.631
magazine,0,4,false,48.297
west,2,1,true,39.4121
true,2,2,false,76.8626
page,2,2,false,6.9393
Mr,3,4,false,65.7629
small,0,1,false,31.9296
third,0,3,false,26.5607
so,8,1,false,19.6945
type,2,3,false,28.476
become,2,2,false,15.8236
hour,4,3,false,84.0
group,2,3,false,62.7915
great,4,0,false,70.0423
benefit,1,1,false,1.0
old,5,0,true,30.5815
forget,5,1,false,50.1618
personal,4,3,false,15.5486
heavy,2,2,false,62.1377
serious,3,2,false,27.0085
street,4,2,false,1.0
hold,4,0,false,30.3592
computer,4,1,false,5.9409
prevent,1,2,true,53.2256
language,0,3,false,24.3325
establish,3,1,false,11.5447
employee,2,3,false,76.9884
produce,4,0,false,1.0
friend,2,1,false,54.4141
challenge,1,1,true,25.0782
certainly,2,0,false,5.26
big,3,3,false,84.0
member,3,1,true,62.8541
decide,0,1,false,26.6901
career,4,4,false,49.5034
ok,5,1,false,1.0
focus,4,4,true,55.3507
chance,3,2,false,18.4799
everything,2,1,false,41.5277
standard,3,2,true,51.4362
network,2,2,true,55.755
media,1,2,false,40.9982
with,1,0,false,1.0
question,3,2,false,62.6374
religious,1,1,true,70.537
Congress,4,4,false,19.9583
our,2,1,false,25.4406
nor,1,0,false,59.1823
as,3,3,false,35.0505
record,2,2,false,1.0
color,3,1,true,30.711
agency,0,2,false,42.3062
vote,2,3,false,3.7413
clear,2,1,true,27.0665
prepare,1,1,false,30.9649
bag,0,2,false,47.5442
question,3,2,false,13.3522
woman,3,1,false,34.958
low,4,0,false,49.3266
consider,1,2,false,36.623
if,3,2,false,1.0
former,4,1,false,50.0433
stage,4,3,false,32.0797
born,3,3,false,61.3517
ready,2,3,false,69.0299
raise,4,3,true,59.2545
either,5,3,false,2.4044
serve,3,3,false,1.0
everyone,3,1,false,24.7642
child,4,2,false,38.82
alone,4,2,false,1.0
forget,3,0,false,52.5505
process,3,2,false,15.2511
government,4,3,false,1.0
thought,3,5,false,39.5719
military,4,0,false,13.6196
name,1,4,false,51.4594
some,2,1,false,33.2464
bring,1,4,false,84.0
election,2,1,false,18.0061
both,3,0,false,36.1759
fill,1,1,false,1.0
him,4,3,true,37.0625
sound,1,1,false,1.0
treat,1,2,true,6.6498
hundred,2,3,false,63.4209
certain,2,1,true,4.453
set,3,1,true,50.0033
hotel,3,1,false,84.0
dream,0,2,true,1.0
ask,3,1,false,37.808
discover,3,2,false,12.6723
as,2,1,false,1.0
use,3,2,false,52.3147
certainly,1,1,false,68.5105
fast,3,3,true,60.0251
to,2,1,false,13.8569
attention,0,1,false,1.0
discuss,2,2,false,37.6319
admit,3,0,true,1.0
administration,3,2,false,49.5467
business,0,2,false,56.9374
budget,2,4,false,39.121
develop,3,2,false,25.8669
attorney,3,1,true,16.4845
father,6,2,false,78.3566
language,5,0,true,1.0
five,3,2,false,9.4818
there,1,2,false,17.6674
food,3,1,false,57.909
crime,2,2,false,46.7069
because,5,1,false,79.5547
father,3,1,false,59.6767
energy,4,1,false,1.0
make,1,0,false,19.185
quality,1,1,false,10.9765
mean,4,1,false,7.7755
morning,3,3,false,2.8744
resource,2,2,false,30.0138
two,4,3,false,84.0
research,3,5,false,38.2937
ahead,2,2,true,13.3065
thus,0,1,false,11.21
hot,3,1,false,1.0
government,4,1,false,9.0602
record,3,1,true,1.0
when,3,3,false,33.9577
practice,1,1,false,27.6832
certainly,2,1,false,58.9133
single,1,0,false,1.0
cell,3,1,false,32.1176
vote,3,2,false,44.7799
mean,4,3,false,84.0
matter,5,0,true,84.0
agent,3,4,true,34.8261
yes,1,2,false,75.8637
recent,5,3,true,23.2391
card,5,0,false,44.9531
late,2,4,false,1.0
argue,2,1,false,29.4165
sit,2,2,false,52.4097
follow,1,1,false,37.8414
order,4,4,false,60.0604
man,1,1,true,51.9154
instead,2,1,false,36.1078
prevent,2,2,false,76.2727
worry,2,1,false,47.3895
rather,0,2,true,17.5028
material,0,2,false,1.0
position,2,2,false,1.0
past,2,2,false,1.7655
simply,3,1,false,26.5984
national,2,2,false,36.1806
write,3,2,false,9.9255
listen,1,2,true,25.9779
safe,3,3,false,42.0318
create,2,3,false,47.5696
have,2,1,false,1.0
interesting,3,2,false,33.5605
remain,1,3,false,61.3101
perhaps,3,2,false,39.9199
least,4,3,false,29.1043
raise,3,2,false,52.7665
state,5,1,false,37.8712
follow,0,2,false,33.0132
bank,6,1,false,13.359
attack,5,1,false,1.4029
development,2,2,false,18.4275
happen,3,0,true,14.2108
administration,5,2,false,76.071
too,2,2,false,18.058
line,0,4,false,65.4154
rock,4,3,false,2.3935
leader,4,1,false,40.6137
stop,3,0,true,59.0278
figure,4,2,false,27.3934
prepare,2,3,false,26.5601
prevent,2,0,false,56.1958
husband,3,2,false,16.41
live,5,2,false,84.0
computer,4,0,true,42.1662
school,2,0,false,41.4669
likely,0,1,false,61.4014
seat,5,2,false,30.1754
interesting,3,2,false,40.0913
customer,1,2,true,77.6589
director,4,2,false,26.6153
other,3,2,false,22.2527
item,1,3,true,39.092
move,3,3,false,47.3956
agree,2,2,false,58.107
young,2,1,false,15.9325
amount,6,0,false,62.8265
level,2,1,false,51.481
budget,2,1,false,37.2383
whether,1,2,false,17.2637
born,1,1,false,26.9493
power,0,3,false,1.0
treat,2,0,false,48.2865
fear,5,2,false,63.5164
money,3,2,false,23.2043
former,3,2,true,48.0659
anyone,4,3,false,31.9066
really,3,2,false,40.7285
statement,3,2,false,36.3731
heart,4,0,false,22.293
prove,2,2,false,1.0
create,2,2,false,57.1002
career,5,2,false,14.163
answer,4,3,false,48.4484
beyond,2,1,false,43.8965
attorney,3,1,false,22.4529
charge,4,3,true,14.5788
usually,6,0,false,36.2456
threat,6,0,false,25.4246
story,1,2,false,51.8088
theory,1,2,false,12.0966
member,3,3,true,19.9922
teacher,2,3,false,14.9965
talk,2,1,false,34.6704
across,2,0,false,40.7922
sign,4,2,false,37.3905
father,3,1,false,1.0
change,5,3,false,17.0985
career,3,1,false,53.287
scene,5,1,false,8.4675
hope,4,1,false,78.273
work,2,2,false,1.0
over,2,3,false,39.9009
share,3,2,false,17.9733
dog,2,3,true,32.966
eat,0,3,true,1.0
range,2,1,false,43.5772
series,0,4,false,33.2131
where,3,2,false,45.0171
certainly,4,1,false,53.7541
develop,6,2,false,1.0
south,3,1,false,1.0
old,2,2,false,46.772
bed,4,2,false,13.8006
system,2,3,false,36.1469
fly,4,1,false,71.945
each,4,2,false,21.6382
difference,3,3,true,78.915
brother,3,2,false,54.3264
investment,0,2,false,51.6803
want,4,1,false,46.9891
bad,4,4,false,31.1135
lawyer,4,1,false,1.0
into,3,1,false,1.0
single,4,3,false,22.9681
travel,2,3,true,23.4789
pretty,1,2,false,35.2295
until,3,1,true,33.7201
red,5,0,false,41.4477
market,4,2,false,22.2947
food,1,2,false,18.7163
resource,3,2,true,43.9839
food,5,2,false,32.1335
which,4,2,false,22.3764
understand,1,1,false,18.3314
job,3,0,false,44.7878
pass,3,3,false,23.6241
message,2,2,false,36.8045
among,2,2,false,5.5556
method,3,3,false,36.8446
building,3,2,false,35.7502
brother,0,1,false,42.5087
PM,1,1,false,32.6612
new,2,2,true,49.8916
